"names.u.","u","n","diff"
"red",0.0474757031048422,0.029141287471635,0.0183344156332072
"rice",0.0536681861185172,0.0353517257852622,0.0183164603332551
"reason",0.0842005676442762,0.0659261913292727,0.0182743763150036
"return",0.0547862733293197,0.0365460408455751,0.0182402324837446
"dessert",0.0496258708179238,0.0314104860862295,0.0182153847316943
"tomato",0.0365528511223875,0.0185118834348501,0.0180409676875374
"servic",0.274619420314785,0.256658306461244,0.01796111385354
"outsid",0.0601186892577621,0.042278753135077,0.0178399361226851
"total",0.0454115421002838,0.0275886778932282,0.0178228642070556
"ice",0.0523780854906683,0.0346351367490744,0.0177429487415939
"sat",0.038961038961039,0.0212588080735698,0.0177022308874692
"amaz",0.104240130730197,0.086587841872686,0.0176522888575109
"grill",0.0461856024769932,0.0285441299414786,0.0176414725355146
"sound",0.0316504687365615,0.0142123492177236,0.0174381195188378
"green",0.0472176829792724,0.0298578765078228,0.0173598064714496
"white",0.0358647974542014,0.0185118834348501,0.0173529140193513
"usual",0.0694074137782747,0.0520721366296429,0.0173352771486318
"saturday",0.0381009718758063,0.0209005135554759,0.0172004583203304
"week",0.069493420486798,0.0523109996417055,0.0171824208450925
"bite",0.0371548980820504,0.0200644930132569,0.0170904050687935
"guess",0.0426593274275393,0.0256777737967276,0.0169815536308118
"wont",0.0467016427281328,0.0297384450017915,0.0169631977263413
"beef",0.0511739915713426,0.0342768422309805,0.016897149340362
"busi",0.0917691579943236,0.0748835542816195,0.0168856037127041
"anyway",0.0344026834093059,0.0175564313865998,0.0168462520227061
"real",0.0454975488088071,0.0286635614475099,0.0168339873612972
"disappoint",0.0634729508901694,0.0466977188582348,0.0167752320319346
"fan",0.0551303001634127,0.0384569449420757,0.016673355221337
"abl",0.0410251999655973,0.0244834587364147,0.0165417412291827
"weekend",0.0367248645394341,0.0201839245192882,0.0165409400201459
"local",0.0497118775264471,0.0332019586766989,0.0165099188497481
"fine",0.0362088242882945,0.019706198495163,0.0165026257931315
"youll",0.0328545626558872,0.0163621163262869,0.0164924463296003
"plus",0.0433473810957255,0.0268720888570405,0.016475292238685
"awesom",0.088328889653393,0.0718977666308372,0.0164311230225557
"street",0.038014965167283,0.0216171025916637,0.0163978625756194
"isnt",0.0507439580287262,0.0343962737370118,0.0163476842917144
"bottl",0.0313064419024684,0.0150483697599427,0.0162580721425257
"leav",0.0467876494366561,0.0306938970500418,0.0160937523866143
"girl",0.0375849316246667,0.0216171025916637,0.015967829033003
"type",0.038961038961039,0.0230502806640392,0.0159107582969998
"near",0.0430033542616324,0.0271109518691031,0.0158924023925293
"thank",0.0514320116969124,0.0355905887973247,0.0158414228995876
"surpris",0.0523780854906683,0.0365460408455751,0.0158320446450932
"deal",0.0509159714457728,0.0351128627731996,0.0158031086725732
"mix",0.0423153005934463,0.0265137943389466,0.0158015062544997
"decor",0.0507439580287262,0.0349934312671683,0.015750526761558
"take",0.0406811731315043,0.0249611847605398,0.0157199883709644
"kitchen",0.0344026834093059,0.0187507464469127,0.0156519369623932
"chocol",0.0372409047905737,0.0216171025916637,0.01562380219891
"talk",0.04188526705083,0.026274931326884,0.0156103357239459
"stand",0.0307904016513288,0.0152872327720053,0.0155031688793236
"chip",0.0468736561451793,0.0314104860862295,0.0154631700589498
"notic",0.0343166767007827,0.018870177952944,0.0154464987478387
"left",0.0550442934548895,0.0396512600023886,0.0153930334525008
"watch",0.0447234884320977,0.0293801504836976,0.0153433379484001
"space",0.0300163412746194,0.0146900752418488,0.0153262660327706
"piec",0.0350047303689688,0.019706198495163,0.0152985318738058
"list",0.0391330523780855,0.0240057327122895,0.015127319665796
"mind",0.0342306699922594,0.0191090409650066,0.0151216290272528
"potato",0.0505719446116797,0.0354711572912934,0.0151007873203863
"choic",0.0498838909434936,0.034873999761137,0.0150098911823566
"soon",0.033112582781457,0.0181535889167562,0.0149589938647007
"note",0.027608153435968,0.0126597396393169,0.0149484137966512
"mention",0.0352627504945386,0.0204227875313508,0.0148399629631878
"happen",0.0381009718758063,0.0232891436761018,0.0148118281997046
"roll",0.0528941257418079,0.0380986504239818,0.014795475317826
"onion",0.0370688913735271,0.0223336916278514,0.0147351997456757
"impress",0.0510879848628193,0.0364266093395438,0.0146613755232755
"past",0.0337146297411198,0.0191090409650066,0.0146055887761132
"manag",0.0473036896877956,0.0327242326525738,0.0145794570352219
"coffe",0.0501419110690634,0.0355905887973247,0.0145513222717387
"read",0.0398211060462716,0.0253194792786337,0.0145016267676379
"crowd",0.0512599982798658,0.0367849038576376,0.0144750944222282
"wonder",0.0617528167197041,0.0472948763883913,0.0144579403313129
"like",0.0514320116969124,0.0370237668697002,0.0144082448272121
"ingredi",0.0337146297411198,0.0193479039770692,0.0143667257640507
"pay",0.0512599982798658,0.0369043353636689,0.0143556629161969
"buy",0.0390470456695622,0.0247223217484772,0.014324723921085
"scottsdal",0.0557323471230756,0.041442732592858,0.0142896145302176
"parti",0.0362088242882945,0.0219753971097576,0.0142334271785369
"idea",0.0307043949428055,0.0166009793383495,0.0141034156044561
"sort",0.0274361400189215,0.0133763286755046,0.0140598113434169
"spici",0.0460135890599467,0.0321270751224173,0.0138865139375294
"complet",0.0368108712479573,0.0229308491580079,0.0138800220899495
"especi",0.0500559043605401,0.0363071778335125,0.0137487265270276
"stop",0.0713855680743098,0.0576854174131136,0.0137001506611962
"etc",0.033112582781457,0.0194673354831004,0.0136452472983565
"egg",0.0421432871763998,0.0285441299414786,0.0135991572349212
"make",0.0502279177775867,0.0366654723516064,0.0135624454259803
"excit",0.0282962071041541,0.0148095067478801,0.013486700356274
"cover",0.0261460393910725,0.0126597396393169,0.0134862997517557
"els",0.0579685215446805,0.0445479517496716,0.0134205697950089
"pack",0.0352627504945386,0.0218559656037263,0.0134067848908123
"life",0.0283822138126774,0.0150483697599427,0.0133338440527347
"even",0.0323385224047476,0.0191090409650066,0.013229481439741
"downtown",0.028898254063817,0.0157649587961304,0.0131332952676866
"pork",0.0397350993377483,0.0266332258449779,0.0131018734927704
"word",0.024683925346177,0.0115848560850352,0.0130990692611418
"black",0.0260600326825492,0.0130180341574107,0.0130419985251385
"pleas",0.036036810871248,0.0230502806640392,0.0129865302072088
"size",0.0443794615980046,0.0314104860862295,0.0129689755117751
"chang",0.0444654683065279,0.0315299175922608,0.0129355507142671
"share",0.0378429517502365,0.0249611847605398,0.0128817669896967
"friday",0.0307904016513288,0.0179147259046937,0.0128756757466351
"owner",0.0508299647372495,0.0379792189179506,0.0128507458192989
"beauti",0.0364668444138643,0.0236474381941956,0.0128194062196687
"counter",0.0309624150683753,0.0181535889167562,0.0128088261516191
"ladi",0.0269200997677819,0.0142123492177236,0.0127077505500583
"pepper",0.0276941601444913,0.0150483697599427,0.0126457903845486
"hand",0.0479917433559818,0.0353517257852622,0.0126400175707196
"brought",0.0366388578309108,0.0240057327122895,0.0126331251186213
"entre",0.033112582781457,0.0205422190373821,0.0125703637440749
"bacon",0.028898254063817,0.0163621163262869,0.0125361377375301
"fish",0.0375849316246667,0.0250806162665711,0.0125043153580956
"butter",0.0262320460995958,0.0137346231935985,0.0124974229059973
"qualiti",0.0613227831770878,0.048847485966798,0.0124752972102898
"dress",0.0309624150683753,0.0185118834348501,0.0124505316335252
"seen",0.0331985894899802,0.0207810820494446,0.0124175074405356
"eye",0.0267480863507354,0.0143317807237549,0.0124163056269804
"miss",0.0387890255439924,0.0263943628329153,0.0123946627110771
"money",0.0403371462974112,0.0279469724113221,0.0123901738860891
"beer",0.0707835211146469,0.0584020064493013,0.0123815146653456
"slice",0.0315644620280382,0.0192284724710379,0.0123359895570003
"decent",0.0529801324503311,0.0407261435566703,0.0122539888936609
"finish",0.0341446632837361,0.0219753971097576,0.0121692661739786
"store",0.0651930850606347,0.0530275886778932,0.0121654963827415
"cute",0.027608153435968,0.0155260957840678,0.0120820576519002
"move",0.0436054012212953,0.0315299175922608,0.0120754836290344
"town",0.0571944611679711,0.045145109279828,0.0120493518881431
"wrong",0.0403371462974112,0.028305266929416,0.0120318793679952
"month",0.0416272469252602,0.0296190134957602,0.0120082334295
"season",0.0311344284854219,0.0192284724710379,0.011905956014384
"believ",0.0314784553195149,0.0195867669891317,0.0118916883303832
"sunday",0.033112582781457,0.0212588080735698,0.0118537747078871
"music",0.0436054012212953,0.0317687806043234,0.0118366206169718
"extra",0.039305065795132,0.0274692463871969,0.0118358194079351
"date",0.0311344284854219,0.0193479039770692,0.0117865245083527
"remind",0.0233078180098048,0.0115848560850352,0.0117229619247695
"cost",0.0270061064763052,0.0152872327720053,0.0117188737042999
"prepar",0.0301023479831427,0.0183924519288188,0.0117098960543239
"greet",0.0252859723058399,0.0136151916875672,0.0116707806182727
"add",0.0311344284854219,0.0194673354831004,0.0116670930023214
"option",0.0496258708179238,0.0379792189179506,0.0116466518999732
"valley",0.0404231530059345,0.0287829929535411,0.0116401600523933
"sign",0.0278661735615378,0.0162426848202556,0.0116234887412822
"care",0.0497118775264471,0.0380986504239818,0.0116132271024652
"quick",0.0645050313924486,0.0529081571718619,0.0115968742205867
"morn",0.0325965425303174,0.0210199450615072,0.0115765974688101
"bathroom",0.0249419454717468,0.0133763286755046,0.0115656167962422
"sorri",0.0235658381353746,0.0120625821091604,0.0115032560262142
"amount",0.03345660961555,0.0219753971097576,0.0114812125057925
"okay",0.0339726498666896,0.022572554639914,0.0114000952267756
"stay",0.0452395286832373,0.0339185477128867,0.0113209809703506
"play",0.0391330523780855,0.0278275409052908,0.0113055114727947
"pull",0.0244259052206072,0.013137465663442,0.0112884395571652
"wouldnt",0.036036810871248,0.0248417532545085,0.0111950576167394
"exact",0.0284682205212007,0.0173175683745372,0.0111506521466635
"world",0.0265760729336888,0.0155260957840678,0.011049977149621
"bill",0.0269200997677819,0.0158843903021617,0.0110357094656202
"fun",0.0632149307645996,0.0521915681356742,0.0110233626289254
"car",0.0346607035348757,0.0236474381941956,0.0110132653406801
"basic",0.027608153435968,0.0166009793383495,0.0110071740976185
"veggi",0.0353487572030618,0.0243640272303834,0.0109847299726785
"absolut",0.0403371462974112,0.0293801504836976,0.0109569958137136
"goe",0.0219317106734325,0.0109876985548788,0.0109440121185538
"dri",0.0325965425303174,0.021736534097695,0.0108600084326224
"charg",0.0313924486109917,0.0205422190373821,0.0108502295736096
"consid",0.0283822138126774,0.0175564313865998,0.0108257824260776
"bag",0.0221037240904791,0.0113459930729727,0.0107577310175064
"floor",0.0239958716779909,0.0132568971694733,0.0107389745085176
"rest",0.0258880192655027,0.015167801265974,0.0107202179995287
"readi",0.0237378515524211,0.0130180341574107,0.0107198173950104
"theyr",0.03345660961555,0.0228114176519766,0.0106451919635734
"strip",0.0224477509245721,0.0118237190970978,0.0106240318274743
"whatev",0.0221897307990023,0.0115848560850352,0.0106048747139671
"hang",0.0250279521802701,0.0144512122297862,0.0105767399504838
"veget",0.0210716435881999,0.0105099725307536,0.0105616710574463
"drive",0.0481637567730283,0.0376209243998567,0.0105428323731716
"design",0.0181474154984089,0.00764361638600263,0.0105037991124062
"bartend",0.0268340930592586,0.0163621163262869,0.0104719767329717
"chef",0.0234798314268513,0.0130180341574107,0.0104617972694406
"citi",0.0227057710501419,0.012301445121223,0.0104043259289189
"origin",0.0221037240904791,0.0117042875910665,0.0103994364994125
"steak",0.0373269114990969,0.0269915203630718,0.0103353911360251
"corn",0.0244259052206072,0.0140929177116923,0.0103329875089149
"half",0.0481637567730283,0.0378597874119193,0.010303969361109
"cheap",0.0438634213468651,0.0335602531947928,0.0103031681520723
"warm",0.0330265760729337,0.0228114176519766,0.0102151584209571
"suggest",0.0310484217768986,0.0209005135554759,0.0101479082214227
"youv",0.0176313752472693,0.00752418487997134,0.0101071903672979
"ago",0.036380837705341,0.026274931326884,0.010105906378457
"comfort",0.0342306699922594,0.0241251642183208,0.0101055057739386
"appet",0.0462716091855165,0.0361877463274812,0.0100838628580353
"yelp",0.0374129182076202,0.0273498148811657,0.0100631033264545
"help",0.0829104670164273,0.0728532186790875,0.0100572483373397
"middl",0.021759697256386,0.0117042875910665,0.0100554096653195
"school",0.0212436570052464,0.0112265615669414,0.0100170954383051
"choos",0.0268340930592586,0.016839842350412,0.00999425070884658
"easi",0.0330265760729337,0.0230502806640392,0.00997629540889452
"pass",0.0245119119291305,0.0145706437358175,0.00994126819331296
"chair",0.0193515094177346,0.00943508897647199,0.00991642044126259
"varieti",0.0344886901178292,0.024602890242446,0.00988579987538324
"crispi",0.0258880192655027,0.016003821808193,0.00988419745730971
"textur",0.0154812075341877,0.00561328078347068,0.00986792675071699
"question",0.0222757375075256,0.0124208766272543,0.00985486088027132
"save",0.0260600326825492,0.0162426848202556,0.00981734786229366
"main",0.0297583211490496,0.0199450615072256,0.00981325964182402
"realiz",0.0205556033370603,0.0107488355428162,0.0098067677942441
"spent",0.0193515094177346,0.00955452048250328,0.0097969889352313
"treat",0.0323385224047476,0.022572554639914,0.00976596776483356
"trip",0.0317364754450847,0.0219753971097576,0.00976107833532716
"price",0.169777242624925,0.16003821808193,0.00973902454299475
"normal",0.0276941601444913,0.0180341574107249,0.00966000273376632
"shrimp",0.0326825492388406,0.0230502806640392,0.00963226857480146
"bake",0.0222757375075256,0.0126597396393169,0.00961599786820874
"spend",0.0284682205212007,0.018870177952944,0.00959804256825667
"dip",0.0257160058484562,0.0161232533142243,0.00959275253423189
"wish",0.0424013073019696,0.032843664158605,0.00955764314336451
"custom",0.0648490582265417,0.0552967872924878,0.00955227093405392
"breakfast",0.0540982196611336,0.0445479517496716,0.009550267911462
"waitress",0.0393910725036553,0.0298578765078228,0.00953319599583252
"touch",0.020469596628537,0.0109876985548788,0.00948189807365825
"lack",0.0291562741893868,0.019706198495163,0.00945007569422375
"drop",0.023049797884235,0.0136151916875672,0.00943460619666779
"tip",0.0268340930592586,0.0174369998805685,0.00939709317869013
"weird",0.0191794960006881,0.00979338349456587,0.00938611250612219
"regular",0.0437774146383418,0.0343962737370118,0.00938114090132997
"rate",0.0285542272297239,0.0192284724710379,0.00932575475868606
"joint",0.0264900662251656,0.0171981368685059,0.00929192935665965
"pool",0.0237378515524211,0.0144512122297862,0.00928663932263487
"recent",0.0339726498666896,0.0247223217484772,0.00925032811821236
"entir",0.0275221467274447,0.0182730204227875,0.00924912630465721
"mall",0.0282102003956309,0.0189896094589753,0.00922059093665558
"soda",0.0184054356239787,0.00919622596440941,0.00920920965956926
"plan",0.0273501333103982,0.0181535889167562,0.00919654439364197
"smile",0.0208996301711534,0.0117042875910665,0.00919534258008683
"forward",0.0224477509245721,0.0132568971694733,0.00919085375509881
"soup",0.0448955018491442,0.035710020303356,0.00918548154578821
"yeah",0.0206416100455836,0.0114654245790039,0.00917618546657962
"book",0.0258880192655027,0.0167204108443807,0.00916760842112196
"rang",0.0155672142427109,0.00644930132568972,0.00911791291702121
"late",0.0315644620280382,0.0224531231338827,0.00911133889415547
"establish",0.0202975832114905,0.0112265615669414,0.00907102164454914
"burger",0.0570224477509246,0.048011465424579,0.00901098232634556
"waiter",0.0309624150683753,0.0219753971097576,0.00898701795861778
"overal",0.0518620452395287,0.0428759106652335,0.00898613457429519
"center",0.0211576502967231,0.0121820136151917,0.00897563668153146
"tender",0.0236518448438978,0.0146900752418488,0.00896176960204902
"rare",0.0208996301711534,0.0119431506031291,0.00895647956802425
"odd",0.0153952008256644,0.00644930132568972,0.00894589949997469
"hit",0.0335426163240733,0.024602890242446,0.00893972608162732
"wrap",0.0222757375075256,0.0133763286755046,0.00889940883202099
"pictur",0.0161692612023738,0.00728532186790875,0.00888393933446503
"singl",0.0186634557495485,0.00979338349456587,0.0088700722549826
"suppos",0.0211576502967231,0.012301445121223,0.00885620517550017
"hear",0.0227057710501419,0.0138540546996298,0.00885171635051215
"buck",0.0221037240904791,0.0132568971694733,0.00884682692100575
"mouth",0.0224477509245721,0.0136151916875672,0.00883255923700494
"sandwich",0.0722456351595425,0.0634181297026156,0.0088275054569269
"cold",0.0307904016513288,0.0219753971097576,0.00881500454157125
"ton",0.0252859723058399,0.0164815478323182,0.00880442447352169
"soft",0.0203835899200138,0.0115848560850352,0.00879873383497853
"understand",0.0234798314268513,0.0146900752418488,0.00878975618500249
"sad",0.0195235228347811,0.0107488355428162,0.00877468729196492
"mom",0.0210716435881999,0.012301445121223,0.0087701984669769
"enter",0.0153091941171411,0.00656873283172101,0.00874046128542013
"portion",0.050657951320203,0.0419204586169832,0.00873749270321982
"box",0.0211576502967231,0.0124208766272543,0.00873677366946888
"roast",0.0215016771308162,0.0127791711453481,0.00872250598546806
"hell",0.0147931538660015,0.00609100680759584,0.0087021470584057
"appar",0.018835469166595,0.0101516780126597,0.00868379115393525
"avail",0.0268340930592586,0.0181535889167562,0.00868050414250238
"kept",0.0232218113012815,0.0145706437358175,0.00865116756546399
"shot",0.0202115765029672,0.0115848560850352,0.008626720417932
"thick",0.016255267910897,0.00764361638600263,0.00861165152489442
"tini",0.0178893953728391,0.0093156574704407,0.00857373790239838
"attent",0.0400791261718414,0.0315299175922608,0.00854920857958057
"offic",0.0207276167541068,0.0121820136151917,0.00854560313891513
"pop",0.0158252343682807,0.00728532186790875,0.00853991250037197
"follow",0.0173733551216995,0.00883793144631554,0.00853542367538396
"orang",0.0173733551216995,0.00883793144631554,0.00853542367538396
"simpl",0.0251139588887933,0.0166009793383495,0.00851297955044387
"fruit",0.021759697256386,0.0132568971694733,0.00850280008691269
"plenti",0.0340586565752129,0.0255583422906963,0.00850031428451659
"tea",0.0297583211490496,0.0212588080735698,0.00849951307547982
"slight",0.0224477509245721,0.0139734862056611,0.00847426471891106
"opinion",0.0176313752472693,0.00919622596440941,0.00843514928285988
"mine",0.0213296637137697,0.0128986026513794,0.00843106106239024
"glad",0.0287262406467704,0.0203033560253195,0.00842288462145097
"annoy",0.0161692612023738,0.00776304789203392,0.00840621331033987
"rememb",0.0349187236604455,0.0265137943389466,0.0084049293214989
"outdoor",0.0220177173819558,0.0136151916875672,0.00840252569438861
"chili",0.0214156704222929,0.0130180341574107,0.00839763626488221
"mexican",0.0417132536337834,0.0333213901827302,0.00839186345105323
"heard",0.028898254063817,0.0205422190373821,0.00835603502643492
"addit",0.0237378515524211,0.0154066642780365,0.00833118727438454
"build",0.0244259052206072,0.0161232533142243,0.00830265190638291
"particular",0.021759697256386,0.0134957601815359,0.00826393707485011
"except",0.0340586565752129,0.0257972053027589,0.008261451272454
"corner",0.0205556033370603,0.012301445121223,0.00825415821583731
"prefer",0.0242538918035607,0.016003821808193,0.00825006999536768
"class",0.0169433215790832,0.00871849994028425,0.00822482163879892
"major",0.0147931538660015,0.00656873283172101,0.00822442103428054
"smoke",0.0178893953728391,0.00967395198853458,0.00821544338430451
"previous",0.0167713081620366,0.00859906843425296,0.00817223972778368
"atmospher",0.07955620538402,0.071420040606712,0.00813616477730791
"wow",0.0252859723058399,0.0171981368685059,0.00808783543733394
"greasi",0.018835469166595,0.0107488355428162,0.0080866336237788
"convers",0.0197815429603509,0.0117042875910665,0.00807725536928439
"hold",0.015911241076804,0.00788247939806521,0.00802876167873878
"think",0.0190074825836415,0.0109876985548788,0.00801978402876275
"salt",0.0184054356239787,0.0103905410247223,0.00801489459925635
"figur",0.0208996301711534,0.0128986026513794,0.00800102751977392
"salsa",0.0353487572030618,0.0273498148811657,0.00799894232189619
"art",0.0159972477853273,0.0080019109040965,0.00799533688123076
"cocktail",0.0196955362518276,0.0117042875910665,0.00799124866076112
"see",0.0153952008256644,0.00740475337394005,0.00799044745172436
"interior",0.0139330867807689,0.00597157530156455,0.00796151147920435
"toast",0.020469596628537,0.0125403081332856,0.00792928849525147
"north",0.0155672142427109,0.00764361638600263,0.00792359785670831
"five",0.0254579857228864,0.0175564313865998,0.0079015543362866
